Frame,Folder,Avg Intensity,Max Intensity,Predicted Max Intensity,Balance Index,Predicted Balance Index,Simplified_GBR_Predictions
65,frames,0.6942868424768656,1.0,1.0,0.6903911959703096,0.6445003238955511,0.690748828686164
71,frames,0.7197876057598079,1.0,1.0,0.7157488743590557,0.6608009193909226,0.7154530477040204
75,frames,0.7004301090650396,1.0,1.0,0.6964999926628167,0.6712569968236138,0.6965166047363633
76,frames,0.6942241488613307,1.0,1.0,0.6903288541289254,0.6738202005652972,0.690748828686164
79,frames,0.6840395263384335,1.0,1.0,0.6802013775675019,0.6813888276850946,0.682272012431941
83,frames,0.6961758790575653,1.0,1.0,0.6922696331585015,0.6912003054726517,0.6926812249418642
84,frames,0.7143979728989219,1.0,1.0,0.7103894827517,0.6936035760209536,0.7112851227285922
88,frames,0.6858732507653386,1.0,1.0,0.6820248129586359,0.7030200876966659,0.6829511185700583
89,frames,0.7046421021682161,1.0,1.0,0.7006883522542886,0.7053253771656954,0.7013194180224964
92,frames,0.7620004494492822,1.0,1.0,0.7577248615981556,0.7121250066673497,0.757357497937009
94,frames,0.6897706588097277,1.0,1.0,0.6859003526294597,0.7165618356062082,0.6865562775097661
96,frames,0.6855921995445646,1.0,1.0,0.6817453387174897,0.7209222264302922,0.682767394839476
97,frames,0.6951480874786568,1.0,1.0,0.6912476085226329,0.7230739096390316,0.6917677044564016
98,frames,0.6928074413544555,1.0,1.0,0.688920095774061,0.7252066658267627,0.6894636874135253
99,frames,0.711368822180651,1.0,1.0,0.707377328611344,0.7273205558293805,0.7077284165321778
100,frames,0.6841705078614633,1.0,1.0,0.6803316241526337,0.7294156404827803,0.682272012431941
326,frames1,0.7118369773762703,1.0,1.0,0.7078428569861152,0.8391268768075857,0.707972376165976
332,frames1,0.6881017163175096,1.0,1.0,0.6842407745808573,0.8354575620953202,0.684939358921195
347,frames1,0.7591333837270157,1.0,1.0,0.7548738829941831,0.8255837030339355,0.755017323238456
355,frames1,0.8921728254229849,1.0,1.0,0.8871668398015319,0.8199625250837446,0.8852595898994657
356,frames1,0.892264435500518,1.0,1.0,0.8872579358545197,0.8192446979427541,0.8852595898994657
359,frames1,0.7028569898857079,1.0,1.0,0.698913256244597,0.8170724367183093,0.6995247510919397
362,frames1,0.8892076755575674,1.0,1.0,0.8842183274049643,0.8148732833454522,0.8832057191622589
364,frames1,0.8900545257556064,1.0,1.0,0.8850604259228421,0.813393052159697,0.8839544158124921
366,frames1,0.695451863163919,1.0,1.0,0.691549679721198,0.8119020856258834,0.691952982590744
368,frames1,0.892269657202914,1.0,1.0,0.8872631282579206,0.8104008704311714,0.8852595898994657
372,frames1,0.8869418073583775,1.0,1.0,0.8819651730021398,0.8073696408076974,0.8810415651922759
376,frames1,0.8700663256817804,1.0,1.0,0.8651843797269612,0.8043032567865611,0.8653603487091934
378,frames1,0.8844670369469656,1.0,1.0,0.879504288538319,0.8027580985947718,0.8788130763789772
380,frames1,0.8857294455740443,1.0,1.0,0.8807596137850755,0.8012056118650499,0.879909451409866
381,frames1,0.6892093129116896,1.0,1.0,0.6853421564457082,0.8004267723882017,0.68592851808015
382,frames1,0.7130835921256549,1.0,1.0,0.7090824769746944,0.7996462832845557,0.7089619060254799
383,frames1,0.7118081831514101,1.0,1.0,0.7078142243257766,0.7988642053900066,0.707972376165976
384,frames1,0.8575786860808648,1.0,1.0,0.8527668083264062,0.7980805995404499,0.8521262345208264
386,frames1,0.8863030652189113,1.0,1.0,0.881330014847609,0.7965090473198941,0.8806242090650757
387,frames1,0.8891270452702265,1.0,1.0,0.8841381495345179,0.7957212226206849,0.8832057191622589
388,frames1,0.7160277947702831,1.0,1.0,0.71201015968542,0.7949321133100493,0.7117246986847342
391,frames1,0.8856577803147733,1.0,1.0,0.8806883506398874,0.7925576860685273,0.879909451409866
392,frames1,0.8833407375367488,1.0,1.0,0.8783843087990139,0.7917640466711333,0.8776931794233088
395,frames1,0.87701898449886,1.0,1.0,0.872098027145041,0.7893774892308203,0.8718392585204984
396,frames1,0.8877316794012711,1.0,1.0,0.8827506130695497,0.7885802931209895,0.8819560365272475
397,frames1,0.868563132116216,1.0,1.0,0.8636896205870608,0.7877823599227878,0.8621751626684755
398,frames1,0.8570726082551305,1.0,1.0,0.8522635701055632,0.7869837504721098,0.8521262345208264
399,frames1,0.8734080626231282,1.0,1.0,0.8685073661677305,0.7861845256048503,0.8672511407457603
400,frames1,0.8471478521337459,1.0,1.0,0.842394501834138,0.7853847461569052,0.8437586112044502
401,frames2,0.8556400877465864,1.0,1.0,0.8508390874758514,0.7845844729641691,0.8497613640613113
403,frames2,0.8008630213649508,1.0,1.0,0.7963693754530103,0.782982688687905,0.7958054907033681
404,frames2,0.727500498430921,1.0,1.0,0.7234184899556926,0.7821812992761665,0.723165297312166
405,frames2,0.8082938829452774,1.0,1.0,0.8037585424365434,0.7813796594632181,0.8035350450493964
406,frames2,0.7163432253225614,1.0,1.0,0.7123238203554915,0.7805778300849542,0.7117246986847342
407,frames2,0.8263791970712372,1.0,1.0,0.8217423797859257,0.7797758719772703,0.8215426597550488
408,frames2,0.8134659521196853,1.0,1.0,0.8089015911082164,0.7789738459760609,0.8086855319076124
409,frames2,0.8802356612099592,1.0,1.0,0.8752966550690603,0.7781718129172219,0.8746948927547425
410,frames2,0.7930599484280058,1.0,1.0,0.788610085592407,0.7773698336366475,0.7884638522053701
411,frames2,0.7825582497960456,1.0,1.0,0.7781673120373539,0.7765679689702338,0.778577028406135
412,frames2,0.8373685831611287,1.0,1.0,0.8326701043824529,0.7757662797538747,0.8302046232371816
413,frames2,0.7083013032592085,1.0,1.0,0.704327021551972,0.7749648268234668,0.7048580875425526
414,frames2,0.8170417393701065,1.0,1.0,0.8124573146007524,0.7741636710149038,0.8122037669252699
415,frames2,0.7639694346749962,1.0,1.0,0.7596827988391653,0.773362873164082,0.7595910617538685
418,frames2,0.775213353926742,1.0,1.0,0.7708636284108635,0.7709632357170104,0.7705975757102221
419,frames2,0.7895869133031179,1.0,1.0,0.7851565376827789,0.7701644780561017,0.784952695423896
420,frames2,0.7844950976743599,1.0,1.0,0.7800932922537607,0.7693663825324095,0.7792350439243858
421,frames2,0.8142422491977959,1.0,1.0,0.8096735323800299,0.7685690099818276,0.8095766446815464
422,frames2,0.708387896332661,1.0,1.0,0.704413128751311,0.7677724212402528,0.7048580875425526
423,frames2,0.7102382553820351,1.0,1.0,0.7062531054279747,0.76697667714358,0.7060750816513149
424,frames2,0.8115311280463587,1.0,1.0,0.8069776233412187,0.7661818385277033,0.8068779297126637
425,frames2,0.8071730990174462,1.0,1.0,0.802644047232228,0.7653879662285181,0.8030048690720208
426,frames2,0.8594009037544345,1.0,1.0,0.854578801528648,0.7645951210819195,0.8543290581668728
427,frames2,0.800688811726469,1.0,1.0,0.7961961433055712,0.7638033639238033,0.7958054907033681
428,frames2,0.6974421031190129,1.0,1.0,0.6935287524312082,0.7630127555900641,0.6939593079025191
429,frames2,0.6909012830812616,1.0,1.0,0.6870246329632663,0.7622233569165968,0.6875639537920428
430,frames2,0.713647130543754,1.0,1.0,0.7096428533762673,0.7614352287392965,0.7089619060254799
432,frames2,0.6903148963266527,1.0,1.0,0.6864415364272994,0.7598630272167788,0.6872255868069138
436,frames2,0.6993220581331464,1.0,1.0,0.6953981590095436,0.7567365469051346,0.6957570631513337
438,frames2,0.7181455390238289,1.0,1.0,0.7141160212667066,0.7551832414903297,0.7150777644036244
442,frames2,0.7478894912136995,1.0,1.0,0.7436930800108851,0.7520989335785595,0.7438598069761321
443,frames2,0.6926292095435767,1.0,1.0,0.6887428640226517,0.751332857917888,0.6893356225674226
444,frames2,0.685517632096893,1.0,1.0,0.6816711896680927,0.7505689044559154,0.682767394839476
445,frames2,0.7016632041378021,1.0,1.0,0.6977261688337385,0.7498071340285364,0.6974879574440925
447,frames2,0.6931806082993303,1.0,1.0,0.6892911688775777,0.7482903856211407,0.6897743539974192
451,frames2,0.684890218492897,1.0,1.0,0.68104729648457,0.7452857620008597,0.682272012431941
453,frames2,0.7086558230775735,1.0,1.0,0.7046795521580872,0.7437988601622965,0.7048580875425526
454,frames2,0.70970425433796,1.0,1.0,0.705722100666091,0.7430594746615422,0.7060750816513149
457,frames2,0.6935559283465678,1.0,1.0,0.6896643830023903,0.7408583098641284,0.6899279245216512
458,frames2,0.7869134301067364,1.0,1.0,0.7824980554122931,0.740130454952924,0.7833674081610793
459,frames2,0.6958806473114174,1.0,1.0,0.6919760579589712,0.7394056347788456,0.6921710044037974
465,frames2,0.7192756253528795,1.0,1.0,0.7152397666764273,0.7351238500241295,0.7151967184373442
470,frames2,0.6941473396866763,1.0,1.0,0.6902524759308856,0.7316503045802496,0.690748828686164
471,frames2,0.7054926907443818,1.0,1.0,0.7015341681742372,0.7309666464514923,0.7017993212606108
475,frames2,0.688453341709464,1.0,1.0,0.6845904270012012,0.728270878333034,0.6853701556009735
517,frames2,0.7645601333617106,1.0,1.0,0.7602701831129677,0.7046403042342639,0.7595910617538685
610,frames3,0.7746286312936226,1.0,1.0,0.7702821866589934,0.7003902210878343,0.7705975757102221
614,frames3,0.6948473851808769,1.0,1.0,0.6909485934667596,0.7022399588349759,0.6917677044564016
615,frames3,0.8247010821774465,1.0,1.0,0.8200736808021359,0.7027335540239288,0.8195353704254713
618,frames3,0.6927596689580937,1.0,1.0,0.688872591428824,0.7042900987703091,0.6894636874135253
620,frames3,0.7255670508190671,1.0,1.0,0.7214958909268363,0.70539153627645,0.721715765805012
621,frames3,0.706112841348893,1.0,1.0,0.702150839110997,0.7059615598397726,0.7022184798804082
640,frames3,0.7008478490500036,1.0,1.0,0.6969153887069,0.7193220481885878,0.6974879574440925
